Ray Number,Pos X,Pos Y,Pos Z,Cos X,Cos Y,Cos Z,Element,Event
4465,16.6867828369,-22.1585826874,34.268245697,0,0,0,-1,CREATE
4465,16.6359901428,26.9317493439,0.74863576889,0,0,0,35,ABSORB
4466,-23.4826602936,-26.094543457,28.5295562744,0,0,0,-1,CREATE
4466,-23.6675796509,15.8527183533,-0.0745205953717,0,0,0,116,REFLECT
4467,-1.79116249084,-2.78840327263,62.6915092468,0,0,0,-1,CREATE
4467,-1.78533327579,4.59419879917e-08,60.7945404053,0,0,0,127,ABSORB
4468,-13.8419952393,-23.4025878906,32.4694213867,0,0,0,-1,CREATE
4468,-13.8746623993,25.3007640839,-0.471916884184,0,0,0,95,REFLECT
4469,24.7206707001,-25.1796646118,29.8308773041,0,0,0,-1,CREATE
4469,24.544216156,17.3865852356,0.61945772171,0,0,0,57,REFLECT
4470,-3.13014507294,-22.9503746033,33.1236419678,0,0,0,-1,CREATE
4470,-3.1448829174,27.6964035034,-1.38439846039,0,0,0,22,REFLECT
4471,25.7918586731,-26.5233440399,27.8593769073,0,0,0,-1,CREATE
4471,25.9132137299,14.5794410706,-0.194529846311,0,0,0,64,REFLECT
4472,16.1511898041,-23.8389148712,31.8043708801,0,0,0,-1,CREATE
4472,16.2195301056,24.0600948334,-0.795136392117,0,0,0,45,REFLECT
4473,1.69019269943,-20.2602996826,37.0647926331,0,0,0,-1,CREATE
4473,1.57441353798,32.4093475342,1.37593352795,0,0,0,5,REFLECT
4474,2.49358105659,-2.11468291283,63.6759757996,0,0,0,-1,CREATE
4474,2.48538804054,1.53785236989e-07,62.2308044434,0,0,0,127,ABSORB
4475,-25.6250305176,-26.7674293518,27.5445175171,0,0,0,-1,CREATE
4475,-25.4698162079,14.1662063599,-0.461222112179,0,0,0,119,REFLECT
4476,-3.9335334301,-3.46128773689,61.7064704895,0,0,0,-1,CREATE
4476,-3.93821167946,5.28480086359e-08,59.3576087952,0,0,0,127,ABSORB
4477,-0.452181994915,-22.2772808075,34.1085357666,0,0,0,-1,CREATE
4477,-0.642952859402,28.7724933624,-0.709478855133,0,0,0,19,REFLECT
4478,23.6494846344,-25.9361381531,28.7223529816,0,0,0,-1,CREATE
4478,23.7321243286,16.2902030945,-0.0386022888124,0,0,0,62,REFLECT
4479,0.351212143898,-3.54362154007,61.5821304321,0,0,0,-1,CREATE
4479,0.34190300107,1.09665734271e-08,59.1735038757,0,0,0,127,ABSORB
4480,-11.6996259689,-22.813709259,33.3312606812,0,0,0,-1,CREATE
4480,-11.6921892166,26.1952590942,-0.181454062462,0,0,0,91,ABSORB
4481,3.92182683945,-2.87017941475,62.5667877197,0,0,0,-1,CREATE
4481,3.91567754745,-6.07832646438e-08,60.6083259583,0,0,0,127,ABSORB
4482,-2.50528740883,-1.52859151363,64.5397109985,0,0,0,-1,CREATE
4482,-2.50250196457,2.74425318025e-08,63.4898300171,0,0,0,127,ABSORB
4483,-16.16289711,-22.1434020996,34.3180541992,0,0,0,-1,CREATE
4483,-16.3013057709,27.2759685516,0.776170492172,0,0,0,83,ABSORB
4484,0.708273649216,-4.55155467987,60.1036224365,0,0,0,-1,CREATE
4484,0.695396840572,-1.03586899058e-08,56.9949455261,0,0,0,127,ABSORB
4485,17.5794353485,-24.2583866119,31.1879863739,0,0,0,-1,CREATE
4485,17.6451854706,25.6350383759,0.252920776606,0,0,0,41,REFLECT
4486,3.1184387207,-20.6797733307,36.4484062195,0,0,0,-1,CREATE
4486,3.10928869247,31.2245349884,0.780954003334,0,0,0,11,REFLECT
4487,-29.5527095795,-25.1728458405,29.8863811493,0,0,0,-1,CREATE
4487,-30.0888137817,16.3164196014,1.32358980179,0,0,0,102,REFLECT
4488,13.8302869797,-21.5716571808,35.1314125061,0,0,0,-1,CREATE
4488,13.7590093613,28.235414505,0.942489206791,0,0,0,28,ABSORB
4489,1.77945804596,-3.20704007149,62.0745544434,0,0,0,-1,CREATE
4489,1.77259421349,-1.83899828698e-09,59.8675079346,0,0,0,127,ABSORB
4490,-4.64765834808,-1.19340348244,65.0330886841,0,0,0,-1,CREATE
4490,-4.64850091934,2.28655565593e-08,64.2194595337,0,0,0,127,ABSORB
4491,2.58284640312,-22.6961269379,33.4917259216,0,0,0,-1,CREATE
4491,2.4980237484,27.8108596802,-1.13430869579,0,0,0,26,REFLECT
4492,15.4370632172,-23.5871734619,32.1741638184,0,0,0,-1,CREATE
4492,15.4183273315,24.3306446075,-0.795087218285,0,0,0,45,REFLECT
4493,-18.305267334,-21.808216095,34.8114242554,0,0,0,-1,CREATE
4493,-18.3315639496,27.3716602325,1.00784122944,0,0,0,77,ABSORB
4494,26.1489200592,-24.9270896912,30.2000980377,0,0,0,-1,CREATE
4494,26.1823196411,17.48279953,1.08418858051,0,0,0,53,REFLECT
4495,-0.362916618586,-2.53582787514,63.0607299805,0,0,0,-1,CREATE
4495,-0.363906919956,-7.94956349637e-08,61.3330192566,0,0,0,127,ABSORB
4496,2.8506424427,-5.3907790184,58.8710441589,0,0,0,-1,CREATE
4496,2.85234808922,1.50315884184e-07,55.2194023132,0,0,0,127,ABSORB
4497,-1.16630494595,-21.5215072632,35.2175369263,0,0,0,-1,CREATE
4497,-1.20184099674,30.2514743805,0.0943051949143,0,0,0,13,REFLECT
4498,22.9353580475,-26.440454483,27.9833374023,0,0,0,-1,CREATE
4498,22.9713363647,15.3107814789,-0.656762897968,0,0,0,67,ABSORB
4499,-25.2679691315,-24.667137146,30.6244468689,0,0,0,-1,CREATE
4499,-25.3187904358,18.1165847778,1.19136846066,0,0,0,105,REFLECT
4500,-25.2282962799,-27.3553142548,26.6820068359,0,0,0,-1,CREATE
4500,-25.1837749481,13.112953186,-0.962171137333,0,0,0,124,REFLECT
4501,-3.53679823875,-4.04917526245,60.8439559937,0,0,0,-1,CREATE
4501,-3.53544807434,2.98328473036e-08,58.1006469727,0,0,0,127,ABSORB
4502,-15.5876312256,-22.6472148895,33.5786933899,0,0,0,-1,CREATE
4502,-15.4098300934,26.1877155304,0.14473477006,0,0,0,89,REFLECT
4503,26.1885910034,-27.1112308502,26.9968643188,0,0,0,-1,CREATE
4503,26.1984596252,13.2235813141,-0.705443263054,0,0,0,70,REFLECT
4504,16.5479240417,-23.0827045441,32.9130744934,0,0,0,-1,CREATE
4504,16.3082046509,25.3861961365,-0.0904294028878,0,0,0,40,REFLECT
4505,29.4021453857,-25.7658805847,28.9672241211,0,0,0,-1,CREATE
4505,29.4297447205,15.4050607681,1.04227042198,0,0,0,56,REFLECT
4506,2.89031434059,-1.0224493742,65.2774810791,0,0,0,-1,CREATE
4506,2.88851475716,4.95499534736e-08,64.5781784058,0,0,0,127,ABSORB
4507,-17.7300014496,-24.3281726837,31.1152439117,0,0,0,-1,CREATE
4507,-17.364358902,23.3647079468,-1.14800727367,0,0,0,97,REFLECT
4508,-27.3706665039,-27.0201282501,27.1753807068,0,0,0,-1,CREATE
4508,-27.3930702209,13.5842781067,-0.346940845251,0,0,0,118,REFLECT
4509,-12.9096679688,-21.6380977631,35.0563926697,0,0,0,-1,CREATE
4509,-13.0241165161,28.1978054047,0.931822180748,0,0,0,81,REFLECT
4510,-2.46561384201,-5.05682945251,59.3652648926,0,0,0,-1,CREATE
4510,-2.45320510864,1.17213971862e-09,55.9189872742,0,0,0,127,ABSORB
4511,-0.0554468035698,-21.1850471497,35.7100448608,0,0,0,-1,CREATE
4511,-0.248864665627,30.4547157288,0.241709440947,0,0,0,14,REFLECT
4512,24.0462188721,-27.448091507,26.5046310425,0,0,0,-1,CREATE
4512,23.903585434,13.1729955673,-1.31570279598,0,0,0,73,REFLECT
4513,12.7987737656,-22.0760955811,34.3924827576,0,0,0,-1,CREATE
4513,12.734746933,27.6375770569,0.464388310909,0,0,0,32,REFLECT
4514,0.747945427895,-3.03943037987,62.321231842,0,0,0,-1,CREATE
4514,0.760362565517,4.02327060556e-08,60.2374572754,0,0,0,127,ABSORB
4515,28.3309593201,-26.7743721008,27.4890975952,0,0,0,-1,CREATE
4515,28.4404258728,13.5370473862,0.0174794364721,0,0,0,66,REFLECT
4516,-4.60798454285,-4.39611816406,60.3360404968,0,0,0,-1,CREATE
4516,-4.61624145508,2.6646799256e-07,57.3477592468,0,0,0,127,ABSORB
4517,-1.3944272995,-1.70667076111,64.2776107788,0,0,0,-1,CREATE
4517,-1.39281988144,1.33102076916e-07,63.105091095,0,0,0,127,ABSORB
4518,2.17619132996,-3.72142195702,61.3198432922,0,0,0,-1,CREATE
4518,2.16167473793,2.02814362638e-07,58.7835006714,0,0,0,127,ABSORB
4519,-16.3017539978,-22.9940185547,33.0706825256,0,0,0,-1,CREATE
4519,-16.2478160858,25.5575752258,-0.103590078652,0,0,0,88,REFLECT
4520,-4.25092124939,-2.37983369827,63.292766571,0,0,0,-1,CREATE
4520,-4.25728034973,1.26678045831e-07,61.6645278931,0,0,0,127,ABSORB
4521,-24.8712348938,-25.6855564117,29.1305294037,0,0,0,-1,CREATE
4521,-24.8633975983,16.5579891205,0.439740687609,0,0,0,110,REFLECT
4522,18.511762619,-22.0843658447,34.3755645752,0,0,0,-1,CREATE
4522,18.3579711914,26.9473075867,1.03199934959,0,0,0,31,REFLECT
4523,26.5456523895,-25.1054477692,29.9381923676,0,0,0,-1,CREATE
4523,26.566450119,17.1071166992,1.0242036581,0,0,0,54,REFLECT
4524,0.033818565309,-1.37008905411,64.7700424194,0,0,0,-1,CREATE
4524,0.0305226128548,6.65696830993e-08,63.8371963501,0,0,0,127,ABSORB
4525,-28.0847892761,-27.3669319153,26.6673679352,0,0,0,-1,CREATE
4525,-28.0117359161,12.526640892,-0.67671340704,0,0,0,117,REFLECT
4526,-13.623790741,-21.9849014282,34.5483779907,0,0,0,-1,CREATE
4526,-13.6426143646,27.7968959808,0.807583630085,0,0,0,85,REFLECT
4527,-18.4441242218,-22.6588306427,33.5640525818,0,0,0,-1,CREATE
4527,-18.2734985352,26.035030365,0.318652451038,0,0,0,82,REFLECT
4528,3.2473757267,-4.7290763855,59.8411445618,0,0,0,-1,CREATE
4528,3.2427148819,3.46569066778e-07,56.6065788269,0,0,0,127,ABSORB
4529,-2.91194057465,-20.8606395721,36.1882095337,0,0,0,-1,CREATE
4529,-2.72302269936,31.3568210602,0.634882569313,0,0,0,7,REFLECT
4530,4.31856012344,-2.0404651165,63.7832946777,0,0,0,-1,CREATE
4530,4.3189034462,1.2910066971e-07,62.38230896,0,0,0,127,ABSORB
4531,-27.0136051178,-25.3503684998,29.6239032745,0,0,0,-1,CREATE
4531,-26.9528198242,16.7806472778,0.912978470325,0,0,0,104,REFLECT
4532,-2.10855221748,-3.38707017899,61.813785553,0,0,0,-1,CREATE
4532,-2.09905052185,-1.12939915198e-08,59.4923210144,0,0,0,127,ABSORB
4533,-14.1593847275,-24.0012550354,31.5916976929,0,0,0,-1,CREATE
4533,-15.696562767,23.4560470581,-1.25052630901,0,0,0,98,REFLECT
4534,24.4032802582,-25.7783317566,28.9531536102,0,0,0,-1,CREATE
4534,24.2621746063,16.5216808319,0.189896777272,0,0,0,62,ABSORB
4535,-1.30516195297,-22.3721218109,33.9701652527,0,0,0,-1,CREATE
4535,-1.45092666149,28.4741077423,-0.898439526558,0,0,0,18,REFLECT
4536,27.6168365479,-25.9450912476,28.7058982849,0,0,0,-1,CREATE
4536,27.4507522583,15.4060192108,0.534727454185,0,0,0,60,REFLECT
4537,17.9761695862,-23.2606601715,32.6508903503,0,0,0,-1,CREATE
4537,18.0899543762,24.9476413727,-0.0160202980042,0,0,0,41,REFLECT
4538,1.46206831932,-2.20959210396,63.537651062,0,0,0,-1,CREATE
4538,1.44989085197,3.2703155739e-08,62.0305976868,0,0,0,127,ABSORB
4539,-26.6565437317,-26.190290451,28.3917980194,0,0,0,-1,CREATE
4539,-26.8365058899,15.1340742111,0.211305573583,0,0,0,113,REFLECT
4540,-4.96504592896,-2.88414883614,62.5537528992,0,0,0,-1,CREATE
4540,-4.96158313751,-7.70942278905e-08,60.5978050232,0,0,0,127,ABSORB
4541,0.658680021763,-21.699306488,34.9552497864,0,0,0,-1,CREATE
4541,0.642085194588,29.6848831177,-0.154713660479,0,0,0,15,REFLECT
4542,24.7603416443,-26.6182537079,27.7210502625,0,0,0,-1,CREATE
4542,24.572555542,14.8409738541,-0.446875959635,0,0,0,68,REFLECT
4543,-0.680304408073,-4.22657346725,60.5813980103,0,0,0,-1,CREATE
4543,-0.678920984268,3.56074167485e-07,57.7041130066,0,0,0,127,ABSORB
4544,-2.82267522812,-1.20319199562,65.0171966553,0,0,0,-1,CREATE
4544,-2.81758379936,2.61663899437e-08,64.1967926025,0,0,0,127,ABSORB
4545,-16.4802837372,-21.8180027008,34.795539856,0,0,0,-1,CREATE
4545,-16.7010993958,27.6367206573,0.990769743919,0,0,0,78,ABSORB
4546,0.390883922577,-5.23422765732,59.1026992798,0,0,0,-1,CREATE
4546,0.359184265137,2.10726256e-07,55.5257568359,0,0,0,127,ABSORB
4547,2.80104899406,-21.3624458313,35.4474830627,0,0,0,-1,CREATE
4547,2.62353301048,30.2195529938,0.212432742119,0,0,0,16,REFLECT
4548,-27.72772789,-25.8546829224,28.8848896027,0,0,0,-1,CREATE
4548,-27.8346443176,15.617351532,0.594105541706,0,0,0,108,REFLECT
4549,15.6552658081,-22.2534923553,34.1299209595,0,0,0,-1,CREATE
4549,15.825261116,26.8633670807,0.577336966991,0,0,0,34,REFLECT
4550,3.60443735123,-2.62878608704,62.9210739136,0,0,0,-1,CREATE
4550,3.59381961823,1.17190211313e-07,61.1386985779,0,0,0,127,ABSORB
4551,-17.9680423737,-23.2466869354,32.7015228271,0,0,0,-1,CREATE
4551,-18.0590629578,25.1964550018,-0.116834141314,0,0,0,87,REFLECT
4552,3.72345638275,-5.31693267822,58.9786148071,0,0,0,-1,CREATE
4552,3.73715090752,-2.75970137409e-07,55.2885322571,0,0,0,127,ABSORB
4553,1.31329143047,-22.7911281586,33.3534622192,0,0,0,-1,CREATE
4553,1.55129277706,27.8588562012,-1.13461327553,0,0,0,25,REFLECT
4554,-24.3951511383,-24.5932922363,30.7320156097,0,0,0,-1,CREATE
4554,-24.3881473541,18.4383220673,1.14825880527,0,0,0,106,REFLECT
4555,14.1675081253,-23.68217659,32.035900116,0,0,0,-1,CREATE
4555,14.2922992706,24.4798030853,-0.897204458714,0,0,0,44,REFLECT
4556,-0.293487131596,-20.1035633087,37.2963180542,0,0,0,-1,CREATE
4556,-0.171055927873,32.5943069458,1.41483914852,0,0,0,4,REFLECT
4557,0.509903132915,-1.95794558525,63.9075050354,0,0,0,-1,CREATE
4557,0.507109284401,5.43523412944e-08,62.5659713745,0,0,0,127,ABSORB
4558,-15.2900791168,-21.2294979095,35.6576309204,0,0,0,-1,CREATE
4558,-15.4337949753,28.6557312012,1.41563999653,0,0,0,79,REFLECT
4559,-2.43585801125,-22.1205444336,34.3400688171,0,0,0,-1,CREATE
4559,-2.41257071495,28.9158725739,-0.704483032227,0,0,0,17,ABSORB
4560,4.79464101791,-0.948200821877,65.3847808838,0,0,0,-1,CREATE
4560,4.79433012009,2.39309372319e-08,64.7409591675,0,0,0,127,ABSORB
4561,-23.3239688873,-26.9450435638,27.2821063995,0,0,0,-1,CREATE
4561,-23.2172241211,14.3967752457,-0.78295981884,0,0,0,121,REFLECT
4562,-1.63246774673,-3.63890242577,61.4440574646,0,0,0,-1,CREATE
4562,-1.63522064686,4.49979893347e-08,58.9886322021,0,0,0,127,ABSORB
4563,-13.6833000183,-22.90899086,33.1931838989,0,0,0,-1,CREATE
4563,-13.9239244461,26.0449447632,-0.0670927613974,0,0,0,90,REFLECT
4564,24.879360199,-24.6860694885,30.5546398163,0,0,0,-1,CREATE
4564,24.6832294464,18.2966747284,1.04175078869,0,0,0,52,REFLECT
4565,25.950548172,-27.3738441467,26.6119251251,0,0,0,-1,CREATE
4565,25.9724159241,12.7370929718,-0.978090703487,0,0,0,75,REFLECT
4566,16.3098812103,-22.6732692719,33.5137405396,0,0,0,-1,CREATE
4566,16.2707252502,25.9197463989,0.176944985986,0,0,0,40,REFLECT
4567,2.65227198601,-1.62108528614,64.3997344971,0,0,0,-1,CREATE
4567,2.65239787102,5.76512846351e-08,63.2968330383,0,0,0,127,ABSORB
4568,-3.77483844757,-4.31178712845,60.4590187073,0,0,0,-1,CREATE
4568,-3.78676891327,-2.95434574582e-08,57.5117378235,0,0,0,127,ABSORB
4569,-3.41777706146,-4.47965955734,60.2125205994,0,0,0,-1,CREATE
4569,-3.40755200386,3.66527586948e-07,57.1527824402,0,0,0,127,ABSORB
4570,13.4533853531,-24.1864910126,31.2968845367,0,0,0,-1,CREATE
4570,13.3361797333,23.5974502563,-1.50701141357,0,0,0,48,REFLECT
4571,-1.00761008263,-20.6078777313,36.5573043823,0,0,0,-1,CREATE
4571,-0.895900428295,31.5918769836,0.83202713728,0,0,0,8,REFLECT
4572,-0.204221770167,-3.134308815,62.1828842163,0,0,0,-1,CREATE
4572,-0.194802165031,4.69606220577e-09,60.0380363464,0,0,0,127,ABSORB
4573,-12.2550544739,-23.7484931946,31.9607963562,0,0,0,-1,CREATE
4573,-12.3021907806,24.8243637085,-0.857532501221,0,0,0,96,ABSORB
4574,0.599168479443,-22.6233959198,33.6000556946,0,0,0,-1,CREATE
4574,0.57776248455,28.1557674408,-1.01993310452,0,0,0,25,REFLECT
4575,29.5211639404,-26.1963653564,28.3357887268,0,0,0,-1,CREATE
4575,29.3654556274,14.5579223633,0.681507110596,0,0,0,61,REFLECT
4576,4.08051776886,-3.8046848774,61.1961364746,0,0,0,-1,CREATE
4576,4.09603881836,-7.06363323388e-08,58.6065254211,0,0,0,127,ABSORB
4577,-2.34659266472,-2.46309661865,63.1690597534,0,0,0,-1,CREATE
4577,-2.34288454056,1.45436061416e-07,61.4929237366,0,0,0,127,ABSORB
4578,27.3787956238,-27.8773231506,25.8723392487,0,0,0,-1,CREATE
4578,27.237285614,11.5053348541,-1.16175210476,0,0,0,76,REFLECT
4579,3.27712965012,-21.614276886,35.0777511597,0,0,0,-1,CREATE
4579,3.35245776176,29.8734760284,0.0639390200377,0,0,0,16,REFLECT
4580,1.93814909458,-4.14154481888,60.7039031982,0,0,0,-1,CREATE
4580,1.94201898575,2.97418182527e-07,57.8620872498,0,0,0,127,ABSORB
4581,-4.48896360397,-2.12790870667,63.6624336243,0,0,0,-1,CREATE
4581,-4.49037837982,-7.29454541215e-09,62.1985473633,0,0,0,127,ABSORB
4582,25.5934867859,-25.8618755341,28.8296375275,0,0,0,-1,CREATE
4582,25.4975833893,16.1557674408,0.344300210476,0,0,0,58,REFLECT
4583,-12.9691772461,-24.1268005371,31.4065799713,0,0,0,-1,CREATE
4583,-12.8578224182,23.8205165863,-1.31381750107,0,0,0,100,REFLECT
4584,-14.5759563446,-21.4392337799,35.3494377136,0,0,0,-1,CREATE
4584,-14.7318534851,28.398147583,1.20553970337,0,0,0,80,REFLECT
4585,2.2952105999,-4.85545682907,59.6566009521,0,0,0,-1,CREATE
4585,2.29946827888,1.77482661456e-07,56.3681106567,0,0,0,127,ABSORB
4586,-1.72173309326,-20.9861831665,36.0030899048,0,0,0,-1,CREATE
4586,-1.66765499115,31.2664642334,0.627861618996,0,0,0,8,REFLECT
4587,22.3799266815,-27.2492275238,26.7976760864,0,0,0,-1,CREATE
4587,22.3182048798,13.9694442749,-1.38504099846,0,0,0,72,REFLECT
4588,-25.8233985901,-25.4759120941,29.438785553,0,0,0,-1,CREATE
4588,-25.7967700958,16.6662902832,0.655964016914,0,0,0,110,REFLECT
4589,-24.7522144318,-26.1475429535,28.4528942108,0,0,0,-1,CREATE
4589,-24.8594493866,15.7192115784,0.0965223759413,0,0,0,115,REFLECT
4590,-3.06071543694,-2.84140253067,62.6148452759,0,0,0,-1,CREATE
4590,-3.07787871361,8.48254444463e-08,60.6270904541,0,0,0,127,ABSORB
4591,-15.1115484238,-23.4555873871,32.3927612305,0,0,0,-1,CREATE
4591,-15.3250818253,25.0473976135,-0.466949611902,0,0,0,94,REFLECT
4592,26.6646728516,-26.5755081177,27.7821445465,0,0,0,-1,CREATE
4592,26.59715271,14.4874019623,-0.0613971501589,0,0,0,65,REFLECT
4593,17.0240039825,-23.8910770416,31.7271385193,0,0,0,-1,CREATE
4593,17.3455677032,23.601184845,-0.847245752811,0,0,0,46,REFLECT
4594,2.56300663948,-20.312461853,36.9875564575,0,0,0,-1,CREATE
4594,2.5892996788,32.2988090515,1.34242331982,0,0,0,6,REFLECT
4595,3.36639499664,-1.83082163334,64.091545105,0,0,0,-1,CREATE
4595,3.36085176468,1.58106843173e-08,62.8471183777,0,0,0,127,ABSORB
4596,-26.8945846558,-26.4844036102,27.9606609344,0,0,0,-1,CREATE
4596,-27.0281944275,14.6442813873,0.0423538945615,0,0,0,113,REFLECT
4597,-12.4335851669,-21.1023731232,35.84167099,0,0,0,-1,CREATE
4597,-12.2054834366,29.2408370972,1.43314027786,0,0,0,81,REFLECT
4598,24.5222988129,-26.2403202057,28.27551651,0,0,0,-1,CREATE
4598,24.4562187195,15.4227228165,-0.211522638798,0,0,0,63,REFLECT
4599,1.22402608395,-3.84780287743,61.1352920532,0,0,0,-1,CREATE
4599,1.2335819006,1.2454370335e-07,58.508480072,0,0,0,127,ABSORB
4600,27.8548793793,-27.583114624,26.3034172058,0,0,0,-1,CREATE
4600,27.8212833405,12.235915184,-0.698531985283,0,0,0,71,REFLECT
4601,4.55660247803,-2.67041730881,62.8592224121,0,0,0,-1,CREATE
4601,4.56805801392,1.52018472477e-07,61.037525177,0,0,0,127,ABSORB
4602,-1.87050998211,-1.32882928848,64.8321456909,0,0,0,-1,CREATE
4602,-1.8664675951,-1.30071740045e-08,63.9326019287,0,0,0,127,ABSORB
4603,-17.6704902649,-21.9444770813,34.6110572815,0,0,0,-1,CREATE
4603,-18.1102790833,26.2508583069,0.412246614695,0,0,0,82,REFLECT
4604,-0.799325525761,-4.68865299225,59.9038238525,0,0,0,-1,CREATE
4604,-0.798933386803,2.65504525032e-07,56.7093391418,0,0,0,127,ABSORB
4605,1.61084532738,-20.8168716431,36.2486038208,0,0,0,-1,CREATE
4605,1.83614218235,31.3298110962,0.793084859848,0,0,0,10,REFLECT
4606,14.4650621414,-21.7079181671,34.9310417175,0,0,0,-1,CREATE
4606,14.4032907486,27.8723506927,0.868951976299,0,0,0,33,REFLECT
4607,2.41423368454,-3.34330177307,61.8741836548,0,0,0,-1,CREATE
4607,2.40895605087,1.74284537025e-07,59.5802307129,0,0,0,127,ABSORB
4608,-16.0637130737,-23.9599952698,31.6538066864,0,0,0,-1,CREATE
4608,-15.9944458008,23.9985904694,-0.953252017498,0,0,0,98,REFLECT
4609,-4.01288080215,-0.9936414361,65.3255233765,0,0,0,-1,CREATE
4609,-4.01738739014,1.61091975315e-08,64.6485900879,0,0,0,127,ABSORB
4610,3.2176220417,-22.4963665009,33.7841567993,0,0,0,-1,CREATE
4610,3.21783804893,28.5167999268,-0.699886381626,0,0,0,21,REFLECT
4611,13.9294700623,-23.3882484436,32.4671669006,0,0,0,-1,CREATE
4611,13.8529920578,25.0852451324,-0.666173040867,0,0,0,43,ABSORB
4612,0.271864712238,-2.3360657692,63.3531646729,0,0,0,-1,CREATE
4612,0.258433401585,-3.14238945975e-09,61.7658348083,0,0,0,127,ABSORB
4613,-3.38802313805,-21.8268947601,34.771522522,0,0,0,-1,CREATE
4613,-3.40798783302,29.5059185028,-0.40020558238,0,0,0,17,REFLECT
4614,3.84247946739,-1.66262376308,64.3378219604,0,0,0,-1,CREATE
4614,3.83733296394,3.87524892176e-08,63.2042388916,0,0,0,127,ABSORB
4615,-24.2761325836,-27.6594676971,26.2351493835,0,0,0,-1,CREATE
4615,-24.1782016754,12.8479709625,-1.25125300884,0,0,0,125,REFLECT
4616,-2.58463478088,-4.35332536697,60.397102356,0,0,0,-1,CREATE
4616,-2.59601759911,5.28495320395e-07,57.4243965149,0,0,0,127,ABSORB
4617,-14.6354675293,-22.3633232117,33.9942436218,0,0,0,-1,CREATE
4617,-14.7780828476,26.8426799774,0.408107191324,0,0,0,84,REFLECT
4618,17.5000896454,-22.7988128662,33.3286209106,0,0,0,-1,CREATE
4618,17.2533607483,25.6123600006,0.16978725791,0,0,0,41,REFLECT
4619,28.2119407654,-25.4828243256,29.3833446503,0,0,0,-1,CREATE
4619,28.0875892639,16.2874908447,1.06997764111,0,0,0,55,REFLECT
4620,1.7001106739,-1.07541763783,65.2007980347,0,0,0,-1,CREATE
4620,1.69615399837,8.51562163007e-08,64.4633712769,0,0,0,127,ABSORB
4621,-16.7778358459,-24.3803043365,31.0379924774,0,0,0,-1,CREATE
4621,-16.749382019,22.9532241821,-1.41564810276,0,0,0,97,REFLECT
4622,-26.4185028076,-27.072259903,27.0981254578,0,0,0,-1,CREATE
4622,-26.4758892059,13.2563714981,-0.655788004398,0,0,0,118,REFLECT
4623,-4.72700548172,-3.76611948013,61.2600784302,0,0,0,-1,CREATE
4623,-4.72101068497,-1.21718130686e-07,58.7107620239,0,0,0,127,ABSORB
4624,-11.9575042725,-21.6902294159,34.9791412354,0,0,0,-1,CREATE
4624,-12.1324329376,28.0596389771,0.809082269669,0,0,0,86,REFLECT
4625,-1.51344847679,-5.10896205902,59.2880096436,0,0,0,-1,CREATE
4625,-1.53113520145,1.58551074492e-08,55.8147315979,0,0,0,127,ABSORB
4626,0.896722316742,-21.2371788025,35.6327896118,0,0,0,-1,CREATE
4626,0.97140198946,30.5791072845,0.332917928696,0,0,0,10,REFLECT
4627,24.9983844757,-27.5002250671,26.4273777008,0,0,0,-1,CREATE
4627,24.9299087524,13.1213941574,-1.07955479622,0,0,0,74,REFLECT
4628,-0.442264050245,-2.75637459755,62.7373504639,0,0,0,-1,CREATE
4628,-0.433032482862,2.35582774621e-07,60.8524360657,0,0,0,127,ABSORB
4629,-12.4930963516,-23.370557785,32.5152626038,0,0,0,-1,CREATE
4629,-12.6050224304,25.4812107086,-0.502184450626,0,0,0,96,REFLECT
4630,0.361130088568,-22.917509079,33.1689147949,0,0,0,-1,CREATE
4630,0.297302633524,27.6403007507,-1.29782497883,0,0,0,24,REFLECT
4631,29.2831249237,-26.490480423,27.9046478271,0,0,0,-1,CREATE
4631,29.1375579834,14.1030902863,0.426589220762,0,0,0,61,REFLECT
4632,13.21534729,-23.8085575104,31.8513507843,0,0,0,-1,CREATE
4632,13.2458190918,24.2519931793,-1.19504308701,0,0,0,48,REFLECT
4633,-1.24565243721,-20.2299442291,37.1117744446,0,0,0,-1,CREATE
4633,-1.13340365887,32.2464637756,1.17946839333,0,0,0,3,REFLECT
4634,-3.65581941605,-4.7737736702,59.7813835144,0,0,0,-1,CREATE
4634,-3.65443491936,2.73621935776e-07,56.5162734985,0,0,0,127,ABSORB
4635,-3.29875779152,-2.08544111252,63.7237167358,0,0,0,-1,CREATE
4635,-3.30694556236,5.14691009812e-08,62.2967529297,0,0,0,127,ABSORB
4636,-16.9563655853,-21.3561573029,35.4732704163,0,0,0,-1,CREATE
4636,-16.8365592957,28.4731903076,1.4524769783,0,0,0,78,REFLECT
4637,2.32496833801,-22.2446956635,34.1539993286,0,0,0,-1,CREATE
4637,2.33816456795,28.7595424652,-0.618524491787,0,0,0,21,REFLECT
4638,3.12835645676,-3.59504127502,61.5043907166,0,0,0,-1,CREATE
4638,3.12703824043,-1.78374648385e-08,59.0751647949,0,0,0,127,ABSORB
4639,-17.4919586182,-22.868473053,33.2557983398,0,0,0,-1,CREATE
4639,-17.5393428802,25.5765247345,0.0197409149259,0,0,0,87,REFLECT
4640,4.19954109192,-4.93871974945,59.5328903198,0,0,0,-1,CREATE
4640,4.19268274307,2.95692899499e-07,56.1675224304,0,0,0,127,ABSORB
